audio_id,mfcc_path,mel_spectrogram_path,pitch_path,tempo_path,sample_rate,duration_seconds,mfcc_shape,mel_spectrogram_shape,pitch_shape,tempo_shape,feature_format
librispeech_0092,data\features\audio_npy\librispeech_0092_mfcc.npy,data\features\audio_npy\librispeech_0092_mel_spectrogram.npy,data\features\audio_npy\librispeech_0092_pitch.npy,data\features\audio_npy\librispeech_0092_tempo.npy,16000,8.45,"(13, 265)","(128, 265)","(243,)","(1,)",npy
librispeech_0093,data\features\audio_npy\librispeech_0093_mfcc.npy,data\features\audio_npy\librispeech_0093_mel_spectrogram.npy,data\features\audio_npy\librispeech_0093_pitch.npy,data\features\audio_npy\librispeech_0093_tempo.npy,16000,7.38,"(13, 231)","(128, 231)","(213,)","(1,)",npy
librispeech_0094,data\features\audio_npy\librispeech_0094_mfcc.npy,data\features\audio_npy\librispeech_0094_mel_spectrogram.npy,data\features\audio_npy\librispeech_0094_pitch.npy,data\features\audio_npy\librispeech_0094_tempo.npy,16000,2.985,"(13, 94)","(128, 94)","(73,)","(1,)",npy
librispeech_0095,data\features\audio_npy\librispeech_0095_mfcc.npy,data\features\audio_npy\librispeech_0095_mel_spectrogram.npy,data\features\audio_npy\librispeech_0095_pitch.npy,data\features\audio_npy\librispeech_0095_tempo.npy,16000,9.02,"(13, 282)","(128, 282)","(268,)","(1,)",npy
librispeech_0096,data\features\audio_npy\librispeech_0096_mfcc.npy,data\features\audio_npy\librispeech_0096_mel_spectrogram.npy,data\features\audio_npy\librispeech_0096_pitch.npy,data\features\audio_npy\librispeech_0096_tempo.npy,16000,3.925,"(13, 123)","(128, 123)","(109,)","(1,)",npy
librispeech_0097,data\features\audio_npy\librispeech_0097_mfcc.npy,data\features\audio_npy\librispeech_0097_mel_spectrogram.npy,data\features\audio_npy\librispeech_0097_pitch.npy,data\features\audio_npy\librispeech_0097_tempo.npy,16000,8.84,"(13, 277)","(128, 277)","(246,)","(1,)",npy
librispeech_0098,data\features\audio_npy\librispeech_0098_mfcc.npy,data\features\audio_npy\librispeech_0098_mel_spectrogram.npy,data\features\audio_npy\librispeech_0098_pitch.npy,data\features\audio_npy\librispeech_0098_tempo.npy,16000,5.84,"(13, 183)","(128, 183)","(155,)","(1,)",npy
librispeech_0099,data\features\audio_npy\librispeech_0099_mfcc.npy,data\features\audio_npy\librispeech_0099_mel_spectrogram.npy,data\features\audio_npy\librispeech_0099_pitch.npy,data\features\audio_npy\librispeech_0099_tempo.npy,16000,4.17,"(13, 131)","(128, 131)","(110,)","(1,)",npy
librispeech_0100,data\features\audio_npy\librispeech_0100_mfcc.npy,data\features\audio_npy\librispeech_0100_mel_spectrogram.npy,data\features\audio_npy\librispeech_0100_pitch.npy,data\features\audio_npy\librispeech_0100_tempo.npy,16000,6.585,"(13, 206)","(128, 206)","(190,)","(1,)",npy
librispeech_0101,data\features\audio_npy\librispeech_0101_mfcc.npy,data\features\audio_npy\librispeech_0101_mel_spectrogram.npy,data\features\audio_npy\librispeech_0101_pitch.npy,data\features\audio_npy\librispeech_0101_tempo.npy,16000,3.315,"(13, 104)","(128, 104)","(89,)","(1,)",npy
librispeech_0102,data\features\audio_npy\librispeech_0102_mfcc.npy,data\features\audio_npy\librispeech_0102_mel_spectrogram.npy,data\features\audio_npy\librispeech_0102_pitch.npy,data\features\audio_npy\librispeech_0102_tempo.npy,16000,4.6,"(13, 144)","(128, 144)","(124,)","(1,)",npy
librispeech_0103,data\features\audio_npy\librispeech_0103_mfcc.npy,data\features\audio_npy\librispeech_0103_mel_spectrogram.npy,data\features\audio_npy\librispeech_0103_pitch.npy,data\features\audio_npy\librispeech_0103_tempo.npy,16000,6.21,"(13, 195)","(128, 195)","(174,)","(1,)",npy
librispeech_0104,data\features\audio_npy\librispeech_0104_mfcc.npy,data\features\audio_npy\librispeech_0104_mel_spectrogram.npy,data\features\audio_npy\librispeech_0104_pitch.npy,data\features\audio_npy\librispeech_0104_tempo.npy,16000,3.5,"(13, 110)","(128, 110)","(101,)","(1,)",npy
librispeech_0105,data\features\audio_npy\librispeech_0105_mfcc.npy,data\features\audio_npy\librispeech_0105_mel_spectrogram.npy,data\features\audio_npy\librispeech_0105_pitch.npy,data\features\audio_npy\librispeech_0105_tempo.npy,16000,9.585,"(13, 300)","(128, 300)","(290,)","(1,)",npy
librispeech_0106,data\features\audio_npy\librispeech_0106_mfcc.npy,data\features\audio_npy\librispeech_0106_mel_spectrogram.npy,data\features\audio_npy\librispeech_0106_pitch.npy,data\features\audio_npy\librispeech_0106_tempo.npy,16000,4.38,"(13, 137)","(128, 137)","(123,)","(1,)",npy
librispeech_0107,data\features\audio_npy\librispeech_0107_mfcc.npy,data\features\audio_npy\librispeech_0107_mel_spectrogram.npy,data\features\audio_npy\librispeech_0107_pitch.npy,data\features\audio_npy\librispeech_0107_tempo.npy,16000,4.255,"(13, 133)","(128, 133)","(115,)","(1,)",npy
librispeech_0108,data\features\audio_npy\librispeech_0108_mfcc.npy,data\features\audio_npy\librispeech_0108_mel_spectrogram.npy,data\features\audio_npy\librispeech_0108_pitch.npy,data\features\audio_npy\librispeech_0108_tempo.npy,16000,2.675,"(13, 84)","(128, 84)","(72,)","(1,)",npy
librispeech_0109,data\features\audio_npy\librispeech_0109_mfcc.npy,data\features\audio_npy\librispeech_0109_mel_spectrogram.npy,data\features\audio_npy\librispeech_0109_pitch.npy,data\features\audio_npy\librispeech_0109_tempo.npy,16000,4.465,"(13, 140)","(128, 140)","(127,)","(1,)",npy
librispeech_0110,data\features\audio_npy\librispeech_0110_mfcc.npy,data\features\audio_npy\librispeech_0110_mel_spectrogram.npy,data\features\audio_npy\librispeech_0110_pitch.npy,data\features\audio_npy\librispeech_0110_tempo.npy,16000,1.56,"(13, 49)","(128, 49)","(48,)","(1,)",npy
librispeech_0111,data\features\audio_npy\librispeech_0111_mfcc.npy,data\features\audio_npy\librispeech_0111_mel_spectrogram.npy,data\features\audio_npy\librispeech_0111_pitch.npy,data\features\audio_npy\librispeech_0111_tempo.npy,16000,4.895,"(13, 153)","(128, 153)","(148,)","(1,)",npy
librispeech_0112,data\features\audio_npy\librispeech_0112_mfcc.npy,data\features\audio_npy\librispeech_0112_mel_spectrogram.npy,data\features\audio_npy\librispeech_0112_pitch.npy,data\features\audio_npy\librispeech_0112_tempo.npy,16000,7.875,"(13, 247)","(128, 247)","(214,)","(1,)",npy
librispeech_0113,data\features\audio_npy\librispeech_0113_mfcc.npy,data\features\audio_npy\librispeech_0113_mel_spectrogram.npy,data\features\audio_npy\librispeech_0113_pitch.npy,data\features\audio_npy\librispeech_0113_tempo.npy,16000,16.67,"(13, 521)","(128, 521)","(472,)","(1,)",npy
librispeech_0114,data\features\audio_npy\librispeech_0114_mfcc.npy,data\features\audio_npy\librispeech_0114_mel_spectrogram.npy,data\features\audio_npy\librispeech_0114_pitch.npy,data\features\audio_npy\librispeech_0114_tempo.npy,16000,9.34,"(13, 292)","(128, 292)","(269,)","(1,)",npy
librispeech_0115,data\features\audio_npy\librispeech_0115_mfcc.npy,data\features\audio_npy\librispeech_0115_mel_spectrogram.npy,data\features\audio_npy\librispeech_0115_pitch.npy,data\features\audio_npy\librispeech_0115_tempo.npy,16000,6.415,"(13, 201)","(128, 201)","(189,)","(1,)",npy
librispeech_0116,data\features\audio_npy\librispeech_0116_mfcc.npy,data\features\audio_npy\librispeech_0116_mel_spectrogram.npy,data\features\audio_npy\librispeech_0116_pitch.npy,data\features\audio_npy\librispeech_0116_tempo.npy,16000,7.34,"(13, 230)","(128, 230)","(218,)","(1,)",npy
librispeech_0117,data\features\audio_npy\librispeech_0117_mfcc.npy,data\features\audio_npy\librispeech_0117_mel_spectrogram.npy,data\features\audio_npy\librispeech_0117_pitch.npy,data\features\audio_npy\librispeech_0117_tempo.npy,16000,24.03,"(13, 751)","(128, 751)","(707,)","(1,)",npy
librispeech_0118,data\features\audio_npy\librispeech_0118_mfcc.npy,data\features\audio_npy\librispeech_0118_mel_spectrogram.npy,data\features\audio_npy\librispeech_0118_pitch.npy,data\features\audio_npy\librispeech_0118_tempo.npy,16000,7.71,"(13, 241)","(128, 241)","(217,)","(1,)",npy
librispeech_0119,data\features\audio_npy\librispeech_0119_mfcc.npy,data\features\audio_npy\librispeech_0119_mel_spectrogram.npy,data\features\audio_npy\librispeech_0119_pitch.npy,data\features\audio_npy\librispeech_0119_tempo.npy,16000,12.94,"(13, 405)","(128, 405)","(368,)","(1,)",npy
librispeech_0120,data\features\audio_npy\librispeech_0120_mfcc.npy,data\features\audio_npy\librispeech_0120_mel_spectrogram.npy,data\features\audio_npy\librispeech_0120_pitch.npy,data\features\audio_npy\librispeech_0120_tempo.npy,16000,6.665,"(13, 209)","(128, 209)","(190,)","(1,)",npy
librispeech_0121,data\features\audio_npy\librispeech_0121_mfcc.npy,data\features\audio_npy\librispeech_0121_mel_spectrogram.npy,data\features\audio_npy\librispeech_0121_pitch.npy,data\features\audio_npy\librispeech_0121_tempo.npy,16000,17.32,"(13, 542)","(128, 542)","(503,)","(1,)",npy
librispeech_0122,data\features\audio_npy\librispeech_0122_mfcc.npy,data\features\audio_npy\librispeech_0122_mel_spectrogram.npy,data\features\audio_npy\librispeech_0122_pitch.npy,data\features\audio_npy\librispeech_0122_tempo.npy,16000,7.6,"(13, 238)","(128, 238)","(219,)","(1,)",npy
librispeech_0123,data\features\audio_npy\librispeech_0123_mfcc.npy,data\features\audio_npy\librispeech_0123_mel_spectrogram.npy,data\features\audio_npy\librispeech_0123_pitch.npy,data\features\audio_npy\librispeech_0123_tempo.npy,16000,10.465,"(13, 328)","(128, 328)","(277,)","(1,)",npy
librispeech_0124,data\features\audio_npy\librispeech_0124_mfcc.npy,data\features\audio_npy\librispeech_0124_mel_spectrogram.npy,data\features\audio_npy\librispeech_0124_pitch.npy,data\features\audio_npy\librispeech_0124_tempo.npy,16000,10.23,"(13, 320)","(128, 320)","(298,)","(1,)",npy
librispeech_0125,data\features\audio_npy\librispeech_0125_mfcc.npy,data\features\audio_npy\librispeech_0125_mel_spectrogram.npy,data\features\audio_npy\librispeech_0125_pitch.npy,data\features\audio_npy\librispeech_0125_tempo.npy,16000,20.47,"(13, 640)","(128, 640)","(595,)","(1,)",npy
librispeech_0126,data\features\audio_npy\librispeech_0126_mfcc.npy,data\features\audio_npy\librispeech_0126_mel_spectrogram.npy,data\features\audio_npy\librispeech_0126_pitch.npy,data\features\audio_npy\librispeech_0126_tempo.npy,16000,7.35,"(13, 230)","(128, 230)","(211,)","(1,)",npy
librispeech_0127,data\features\audio_npy\librispeech_0127_mfcc.npy,data\features\audio_npy\librispeech_0127_mel_spectrogram.npy,data\features\audio_npy\librispeech_0127_pitch.npy,data\features\audio_npy\librispeech_0127_tempo.npy,16000,8.51,"(13, 266)","(128, 266)","(251,)","(1,)",npy
librispeech_0128,data\features\audio_npy\librispeech_0128_mfcc.npy,data\features\audio_npy\librispeech_0128_mel_spectrogram.npy,data\features\audio_npy\librispeech_0128_pitch.npy,data\features\audio_npy\librispeech_0128_tempo.npy,16000,6.59,"(13, 206)","(128, 206)","(179,)","(1,)",npy
librispeech_0129,data\features\audio_npy\librispeech_0129_mfcc.npy,data\features\audio_npy\librispeech_0129_mel_spectrogram.npy,data\features\audio_npy\librispeech_0129_pitch.npy,data\features\audio_npy\librispeech_0129_tempo.npy,16000,7.855,"(13, 246)","(128, 246)","(216,)","(1,)",npy
librispeech_0130,data\features\audio_npy\librispeech_0130_mfcc.npy,data\features\audio_npy\librispeech_0130_mel_spectrogram.npy,data\features\audio_npy\librispeech_0130_pitch.npy,data\features\audio_npy\librispeech_0130_tempo.npy,16000,6.015,"(13, 188)","(128, 188)","(165,)","(1,)",npy
librispeech_0131,data\features\audio_npy\librispeech_0131_mfcc.npy,data\features\audio_npy\librispeech_0131_mel_spectrogram.npy,data\features\audio_npy\librispeech_0131_pitch.npy,data\features\audio_npy\librispeech_0131_tempo.npy,16000,15.07,"(13, 471)","(128, 471)","(420,)","(1,)",npy
librispeech_0132,data\features\audio_npy\librispeech_0132_mfcc.npy,data\features\audio_npy\librispeech_0132_mel_spectrogram.npy,data\features\audio_npy\librispeech_0132_pitch.npy,data\features\audio_npy\librispeech_0132_tempo.npy,16000,4.415,"(13, 138)","(128, 138)","(132,)","(1,)",npy
librispeech_0133,data\features\audio_npy\librispeech_0133_mfcc.npy,data\features\audio_npy\librispeech_0133_mel_spectrogram.npy,data\features\audio_npy\librispeech_0133_pitch.npy,data\features\audio_npy\librispeech_0133_tempo.npy,16000,6.995,"(13, 219)","(128, 219)","(202,)","(1,)",npy
librispeech_0134,data\features\audio_npy\librispeech_0134_mfcc.npy,data\features\audio_npy\librispeech_0134_mel_spectrogram.npy,data\features\audio_npy\librispeech_0134_pitch.npy,data\features\audio_npy\librispeech_0134_tempo.npy,16000,2.695,"(13, 85)","(128, 85)","(76,)","(1,)",npy
librispeech_0135,data\features\audio_npy\librispeech_0135_mfcc.npy,data\features\audio_npy\librispeech_0135_mel_spectrogram.npy,data\features\audio_npy\librispeech_0135_pitch.npy,data\features\audio_npy\librispeech_0135_tempo.npy,16000,5.965,"(13, 187)","(128, 187)","(174,)","(1,)",npy
librispeech_0136,data\features\audio_npy\librispeech_0136_mfcc.npy,data\features\audio_npy\librispeech_0136_mel_spectrogram.npy,data\features\audio_npy\librispeech_0136_pitch.npy,data\features\audio_npy\librispeech_0136_tempo.npy,16000,9.42,"(13, 295)","(128, 295)","(269,)","(1,)",npy
librispeech_0137,data\features\audio_npy\librispeech_0137_mfcc.npy,data\features\audio_npy\librispeech_0137_mel_spectrogram.npy,data\features\audio_npy\librispeech_0137_pitch.npy,data\features\audio_npy\librispeech_0137_tempo.npy,16000,2.795,"(13, 88)","(128, 88)","(85,)","(1,)",npy
librispeech_0138,data\features\audio_npy\librispeech_0138_mfcc.npy,data\features\audio_npy\librispeech_0138_mel_spectrogram.npy,data\features\audio_npy\librispeech_0138_pitch.npy,data\features\audio_npy\librispeech_0138_tempo.npy,16000,3.1,"(13, 97)","(128, 97)","(81,)","(1,)",npy
librispeech_0139,data\features\audio_npy\librispeech_0139_mfcc.npy,data\features\audio_npy\librispeech_0139_mel_spectrogram.npy,data\features\audio_npy\librispeech_0139_pitch.npy,data\features\audio_npy\librispeech_0139_tempo.npy,16000,4.25,"(13, 133)","(128, 133)","(125,)","(1,)",npy
librispeech_0140,data\features\audio_npy\librispeech_0140_mfcc.npy,data\features\audio_npy\librispeech_0140_mel_spectrogram.npy,data\features\audio_npy\librispeech_0140_pitch.npy,data\features\audio_npy\librispeech_0140_tempo.npy,16000,2.875,"(13, 90)","(128, 90)","(81,)","(1,)",npy
librispeech_0141,data\features\audio_npy\librispeech_0141_mfcc.npy,data\features\audio_npy\librispeech_0141_mel_spectrogram.npy,data\features\audio_npy\librispeech_0141_pitch.npy,data\features\audio_npy\librispeech_0141_tempo.npy,16000,2.91,"(13, 91)","(128, 91)","(87,)","(1,)",npy
librispeech_0142,data\features\audio_npy\librispeech_0142_mfcc.npy,data\features\audio_npy\librispeech_0142_mel_spectrogram.npy,data\features\audio_npy\librispeech_0142_pitch.npy,data\features\audio_npy\librispeech_0142_tempo.npy,16000,5.72,"(13, 179)","(128, 179)","(154,)","(1,)",npy
librispeech_0143,data\features\audio_npy\librispeech_0143_mfcc.npy,data\features\audio_npy\librispeech_0143_mel_spectrogram.npy,data\features\audio_npy\librispeech_0143_pitch.npy,data\features\audio_npy\librispeech_0143_tempo.npy,16000,4.025,"(13, 126)","(128, 126)","(116,)","(1,)",npy
librispeech_0144,data\features\audio_npy\librispeech_0144_mfcc.npy,data\features\audio_npy\librispeech_0144_mel_spectrogram.npy,data\features\audio_npy\librispeech_0144_pitch.npy,data\features\audio_npy\librispeech_0144_tempo.npy,16000,4.98,"(13, 156)","(128, 156)","(147,)","(1,)",npy
librispeech_0145,data\features\audio_npy\librispeech_0145_mfcc.npy,data\features\audio_npy\librispeech_0145_mel_spectrogram.npy,data\features\audio_npy\librispeech_0145_pitch.npy,data\features\audio_npy\librispeech_0145_tempo.npy,16000,3.92,"(13, 123)","(128, 123)","(114,)","(1,)",npy
librispeech_0146,data\features\audio_npy\librispeech_0146_mfcc.npy,data\features\audio_npy\librispeech_0146_mel_spectrogram.npy,data\features\audio_npy\librispeech_0146_pitch.npy,data\features\audio_npy\librispeech_0146_tempo.npy,16000,2.785,"(13, 88)","(128, 88)","(81,)","(1,)",npy
librispeech_0147,data\features\audio_npy\librispeech_0147_mfcc.npy,data\features\audio_npy\librispeech_0147_mel_spectrogram.npy,data\features\audio_npy\librispeech_0147_pitch.npy,data\features\audio_npy\librispeech_0147_tempo.npy,16000,3.265,"(13, 103)","(128, 103)","(95,)","(1,)",npy
librispeech_0148,data\features\audio_npy\librispeech_0148_mfcc.npy,data\features\audio_npy\librispeech_0148_mel_spectrogram.npy,data\features\audio_npy\librispeech_0148_pitch.npy,data\features\audio_npy\librispeech_0148_tempo.npy,16000,2.01,"(13, 63)","(128, 63)","(63,)","(1,)",npy
librispeech_0149,data\features\audio_npy\librispeech_0149_mfcc.npy,data\features\audio_npy\librispeech_0149_mel_spectrogram.npy,data\features\audio_npy\librispeech_0149_pitch.npy,data\features\audio_npy\librispeech_0149_tempo.npy,16000,5.59,"(13, 175)","(128, 175)","(165,)","(1,)",npy
librispeech_0150,data\features\audio_npy\librispeech_0150_mfcc.npy,data\features\audio_npy\librispeech_0150_mel_spectrogram.npy,data\features\audio_npy\librispeech_0150_pitch.npy,data\features\audio_npy\librispeech_0150_tempo.npy,16000,4.77,"(13, 150)","(128, 150)","(140,)","(1,)",npy
librispeech_0151,data\features\audio_npy\librispeech_0151_mfcc.npy,data\features\audio_npy\librispeech_0151_mel_spectrogram.npy,data\features\audio_npy\librispeech_0151_pitch.npy,data\features\audio_npy\librispeech_0151_tempo.npy,16000,3.63,"(13, 114)","(128, 114)","(111,)","(1,)",npy
librispeech_0152,data\features\audio_npy\librispeech_0152_mfcc.npy,data\features\audio_npy\librispeech_0152_mel_spectrogram.npy,data\features\audio_npy\librispeech_0152_pitch.npy,data\features\audio_npy\librispeech_0152_tempo.npy,16000,10.895,"(13, 341)","(128, 341)","(315,)","(1,)",npy
librispeech_0153,data\features\audio_npy\librispeech_0153_mfcc.npy,data\features\audio_npy\librispeech_0153_mel_spectrogram.npy,data\features\audio_npy\librispeech_0153_pitch.npy,data\features\audio_npy\librispeech_0153_tempo.npy,16000,3.415,"(13, 107)","(128, 107)","(98,)","(1,)",npy
librispeech_0154,data\features\audio_npy\librispeech_0154_mfcc.npy,data\features\audio_npy\librispeech_0154_mel_spectrogram.npy,data\features\audio_npy\librispeech_0154_pitch.npy,data\features\audio_npy\librispeech_0154_tempo.npy,16000,4.31,"(13, 135)","(128, 135)","(130,)","(1,)",npy
librispeech_0155,data\features\audio_npy\librispeech_0155_mfcc.npy,data\features\audio_npy\librispeech_0155_mel_spectrogram.npy,data\features\audio_npy\librispeech_0155_pitch.npy,data\features\audio_npy\librispeech_0155_tempo.npy,16000,3.81,"(13, 120)","(128, 120)","(115,)","(1,)",npy
librispeech_0156,data\features\audio_npy\librispeech_0156_mfcc.npy,data\features\audio_npy\librispeech_0156_mel_spectrogram.npy,data\features\audio_npy\librispeech_0156_pitch.npy,data\features\audio_npy\librispeech_0156_tempo.npy,16000,5.525,"(13, 173)","(128, 173)","(148,)","(1,)",npy
